Plot,TreeID,Year,Height (m)
1,22,2009,10.2
1,23,2009,19.2
1,49,2009,18.1
1,50,2009,18.3
1,51,2009,17.8
1,52,2009,18.4
1,53,2009,D
1,54,2009,13.3
1,55,2009,20.5
1,56,2009,20.0
1,57,2009,16.0
1,58,2009,18.4
1,73,2009,9.4
1,74,2009,21.1
1,75,2009,12.9
1,76,2009,21.8
1,77,2009,D
2,15,2009,D
2,16,2009,15.6
2,17,2009,20.7
2,18,2009,20.3
2,19,2009,D
2,20,2009,20.1
2,21,2009,20.3
2,22,2009,15.6
2,23,2009,19.5
2,50,2009,22.1
2,51,2009,10.0
2,52,2009,21.2
2,53,2009,21.0
2,54,2009,23.0
2,55,2009,D
2,56,2009,15.3
2,57,2009,10.9
2,58,2009,20.7
2,59,2009,19.8
2,72,2009,21.0
2,73,2009,10.8
2,74,2009,21.3
2,75,2009,18.0
2,76,2009,22.3
2,77,2009,14.4
3,16,2009,19.0
3,17,2009,19.1
3,18,2009,18.8
3,19,2009,21.1
3,20,2009,19.4
3,21,2009,22.5
3,22,2009,21.1
3,23,2009,15.9
3,24,2009,20.2
3,25,2009,22.7
3,55,2009,22.8
3,56,2009,14.7
3,57,2009,12.3
3,58,2009,21.4
3,59,2009,20.8
3,60,2009,22.3
3,61,2009,16.6
3,62,2009,20.8
3,63,2009,20.0
3,64,2009,D
3,65,2009,19.1
3,67,2009,21.4
3,82,2009,21.6
3,83,2009,16.0
3,84,2009,20.3
4,16,2009,D
4,17,2009,10.6
4,18,2009,20.6
4,19,2009,19.4
4,20,2009,21.8
4,21,2009,D
4,22,2009,22.1
4,51,2009,23.0
4,52,2009,14.7
4,53,2009,13.5
4,54,2009,22.6
4,55,2009,D
4,56,2009,D
4,57,2009,19.5
4,58,2009,22.5
4,59,2009,19.9
4,60,2009,18.5
4,61,2009,11.4
4,75,2009,17.2
4,76,2009,21.7
4,77,2009,15.5
4,78,2009,D
4,79,2009,13.0
4,80,2009,21.6
4,81,2009,13.7
5,21,2009,20.1
5,22,2009,17.3
5,23,2009,19.9
5,24,2009,20.6
5,25,2009,19.4
5,26,2009,D
5,27,2009,18.3
5,28,2009,19.7
5,29,2009,21.4
5,30,2009,20.5
5,62,2009,18.5
5,63,2009,16.8
5,64,2009,20.4
5,65,2009,10.5
5,66,2009,16.0
5,67,2009,18.7
5,68,2009,15.5
5,69,2009,16.1
5,70,2009,22.1
5,88,2009,17.8
5,89,2009,10.5
5,90,2009,18.0
5,91,2009,18.3
5,92,2009,14.5
5,93,2009,19.6
