,Time,VarName,VarValue,VarUnits,Site
27,0026-06-30,FATES_VEGN,0.0617903470993042,kg m-2,US-ORN
28,0026-06-30,FATES_FROOTN,0.002196934074163437,kg m-2,US-ORN
29,0026-06-30,FATES_STOREN_TF,2.0,1,US-ORN
30,0026-06-30,ACTUAL_IMMOB,5.7692284372024e-07,gN/m^2/s,US-ORN
31,0026-06-30,POTENTIAL_IMMOB,5.7692284372024e-07,gN/m^2/s,US-ORN
32,0096-06-30,FATES_FROOTC,0.08426044881343842,kg m-2,US-ORN
33,0096-06-30,Calc_N_Demand,1.6852089762687683e-07,kg m-2 s-1,US-ORN
34,0096-06-30,FATES_NDEMAND,1.684244921307254e-07,kg m-2 s-1,US-ORN
35,0096-06-30,FATES_NH4UPTAKE,3.902362044616581e-10,kg m-2 s-1,US-ORN
36,0096-06-30,FATES_NO3UPTAKE,1.1642576915502317e-15,kg m-2 s-1,US-ORN
37,0096-06-30,FATES_NEFFLUX,0.0,kg m-2 s-1,US-ORN
38,0096-06-30,SUPPLEMENT_TO_SMINN,0.0,gN/m^2/s,US-ORN
39,0096-06-30,SMINN,0.002052274299785495,gN/m^2,US-ORN
40,0096-06-30,SMINN_TO_PLANT,3.6863215768789814e-07,gN/m^2/s,US-ORN
41,0096-06-30,FATES_NFIX_SYM,0.0,kg m-2 s-1,US-ORN
42,0096-06-30,FATES_STOREN,0.034437768161296844,kg m-2,US-ORN
43,0096-06-30,FATES_VEGN,0.1620035469532013,kg m-2,US-ORN
44,0096-06-30,FATES_FROOTN,0.0020222507882863283,kg m-2,US-ORN
45,0096-06-30,FATES_STOREN_TF,1.4067111015319824,1,US-ORN
46,0096-06-30,ACTUAL_IMMOB,2.0387835775181884e-07,gN/m^2/s,US-ORN
47,0096-06-30,POTENTIAL_IMMOB,8.389459253521636e-05,gN/m^2/s,US-ORN
48,0024-06-30,FATES_FROOTC,0.08230981230735779,kg m-2,US-DUK
49,0024-06-30,Calc_N_Demand,1.6461962461471557e-07,kg m-2 s-1,US-DUK
50,0024-06-30,FATES_NDEMAND,1.6461962104585837e-07,kg m-2 s-1,US-DUK
51,0024-06-30,FATES_NH4UPTAKE,1.6461962104585837e-07,kg m-2 s-1,US-DUK
52,0024-06-30,FATES_NO3UPTAKE,1.2330145110765918e-14,kg m-2 s-1,US-DUK
53,0024-06-30,FATES_NEFFLUX,1.642566616055774e-07,kg m-2 s-1,US-DUK
54,0024-06-30,SUPPLEMENT_TO_SMINN,0.00016438901366200298,gN/m^2/s,US-DUK
55,0024-06-30,SMINN,0.003627459052950144,gN/m^2,US-DUK
56,0024-06-30,SMINN_TO_PLANT,0.00016461963241454214,gN/m^2/s,US-DUK
57,0024-06-30,FATES_NFIX_SYM,0.0,kg m-2 s-1,US-DUK
58,0024-06-30,FATES_STOREN,0.028643814846873283,kg m-2,US-DUK
59,0024-06-30,FATES_VEGN,0.05567563697695732,kg m-2,US-DUK
60,0024-06-30,FATES_FROOTN,0.0019754355307668447,kg m-2,US-DUK
61,0024-06-30,FATES_STOREN_TF,2.0,1,US-DUK
62,0024-06-30,ACTUAL_IMMOB,7.759474556223722e-07,gN/m^2/s,US-DUK
63,0024-06-30,POTENTIAL_IMMOB,7.759474556223722e-07,gN/m^2/s,US-DUK
64,0026-06-30,FATES_FROOTC,0.08230981230735779,kg m-2,US-DUK
65,0026-06-30,Calc_N_Demand,1.6461962461471557e-07,kg m-2 s-1,US-DUK
66,0026-06-30,FATES_NDEMAND,1.6461962104585837e-07,kg m-2 s-1,US-DUK
67,0026-06-30,FATES_NH4UPTAKE,1.6461962104585837e-07,kg m-2 s-1,US-DUK
68,0026-06-30,FATES_NO3UPTAKE,9.309123330319361e-15,kg m-2 s-1,US-DUK
69,0026-06-30,FATES_NEFFLUX,1.6422293924733822e-07,kg m-2 s-1,US-DUK
70,0026-06-30,SUPPLEMENT_TO_SMINN,0.00016438814054708928,gN/m^2/s,US-DUK
71,0026-06-30,SMINN,0.003559487173333764,gN/m^2,US-DUK
72,0026-06-30,SMINN_TO_PLANT,0.00016461963241454214,gN/m^2/s,US-DUK
73,0026-06-30,FATES_NFIX_SYM,0.0,kg m-2 s-1,US-DUK
74,0026-06-30,FATES_STOREN,0.028643814846873283,kg m-2,US-DUK
75,0026-06-30,FATES_VEGN,0.05966521054506302,kg m-2,US-DUK
76,0026-06-30,FATES_FROOTN,0.0019754355307668447,kg m-2,US-DUK
77,0026-06-30,FATES_STOREN_TF,2.0,1,US-DUK
78,0026-06-30,ACTUAL_IMMOB,7.564368615931016e-07,gN/m^2/s,US-DUK
79,0026-06-30,POTENTIAL_IMMOB,7.564368615931016e-07,gN/m^2/s,US-DUK
80,0096-06-30,FATES_FROOTC,0.08230707794427872,kg m-2,US-DUK
81,0096-06-30,Calc_N_Demand,1.6461415588855741e-07,kg m-2 s-1,US-DUK
82,0096-06-30,FATES_NDEMAND,1.6461427776448545e-07,kg m-2 s-1,US-DUK
83,0096-06-30,FATES_NH4UPTAKE,3.489896149844185e-10,kg m-2 s-1,US-DUK
84,0096-06-30,FATES_NO3UPTAKE,1.216472508188131e-15,kg m-2 s-1,US-DUK
85,0096-06-30,FATES_NEFFLUX,8.591460876061774e-11,kg m-2 s-1,US-DUK
86,0096-06-30,SUPPLEMENT_TO_SMINN,0.0,gN/m^2/s,US-DUK
87,0096-06-30,SMINN,0.0023932578042149544,gN/m^2,US-DUK
88,0096-06-30,SMINN_TO_PLANT,3.465803217750363e-07,gN/m^2/s,US-DUK
89,0096-06-30,FATES_NFIX_SYM,0.0,kg m-2 s-1,US-DUK
90,0096-06-30,FATES_STOREN,0.0213443823158741,kg m-2,US-DUK
91,0096-06-30,FATES_VEGN,0.1804177314043045,kg m-2,US-DUK
92,0096-06-30,FATES_FROOTN,0.0019753698725253344,kg m-2,US-DUK
93,0096-06-30,FATES_STOREN_TF,1.4903805255889893,1,US-DUK
94,0096-06-30,ACTUAL_IMMOB,3.177705139023601e-07,gN/m^2/s,US-DUK
95,0096-06-30,POTENTIAL_IMMOB,0.000141657204949297,gN/m^2/s,US-DUK
