,0
r240913_NH4_1.0e-09_P_1.0e-10,-0.003966820426285267
r240913_NH4_2.0e-09_P_2.0e-10,-0.009062143042683601
r240913_NH4_3.0e-09_P_3.0e-10,-0.012946173548698425
r240913_NH4_4.0e-09_P_4.0e-10,3.3690340518951416
r240913_NH4_5.0e-09_P_5.0e-10,6.080812454223633
r240913_NH4_6.0e-09_P_6.0e-10,69.04519653320312
r240913_NH4_7.0e-09_P_7.0e-10,67.21720123291016
r240913_NH4_8.0e-09_P_8.0e-10,10.117962837219238
r240913_NH4_9.0e-09_P_9.0e-10,2.7995107173919678
r240913_NH4_1.0e-08_P_1.0e-09,50.50979995727539
r240913_NH4_2.0e-08_P_2.0e-09,2.962836265563965
r240913_NH4_3.0e-08_P_3.0e-09,1.9286757707595825
r240913_NH4_4.0e-08_P_4.0e-09,1.5779571533203125
r240913_NH4_5.0e-08_P_5.0e-09,60.14201354980469
r240913_NH4_6.0e-08_P_6.0e-09,1.9402107000350952
r240913_NH4_7.0e-08_P_7.0e-09,2.518500804901123
r240913_NH4_8.0e-08_P_8.0e-09,1.900397777557373
r240913_NH4_9.0e-08_P_9.0e-09,35.06151580810547
r240913_NH4_1.0e-07_P_1.0e-08,3.2890360355377197
r240913_NH4_2.0e-07_P_2.0e-08,531.3528442382812
r240913_NH4_3.0e-07_P_3.0e-08,703.99609375
r240913_NH4_4.0e-07_P_4.0e-08,759.9476928710938
r240913_NH4_5.0e-07_P_5.0e-08,837.95556640625
r240913_NH4_6.0e-07_P_6.0e-08,876.6359252929688
r240913_NH4_7.0e-07_P_7.0e-08,970.0673217773438
r240913_NH4_8.0e-07_P_8.0e-08,1051.9190673828125
r240913_NH4_9.0e-07_P_9.0e-08,1103.2364501953125
r240913_NH4_1.0e-06_P_1.0e-07,1137.193603515625
r240913_NH4_2.0e-06_P_2.0e-07,1295.5177001953125
r240913_NH4_3.0e-06_P_3.0e-07,1280.62841796875
r240913_NH4_4.0e-06_P_4.0e-07,1351.3934326171875
r240913_NH4_5.0e-06_P_5.0e-07,1374.9254150390625
r240913_NH4_6.0e-06_P_6.0e-07,1408.3773193359375
r240913_NH4_7.0e-06_P_7.0e-07,1437.4249267578125
r240913_NH4_8.0e-06_P_8.0e-07,1439.1529541015625
r240913_NH4_9.0e-06_P_9.0e-07,1447.3974609375
r240913_NH4_1.0e-05_P_1.0e-06,371.6357116699219
r240914a_NH4_1.0e-09_P_1.0e-10,-0.0037942593917250633
r240914a_NH4_2.0e-09_P_2.0e-10,-0.007487639784812927
r240914a_NH4_3.0e-09_P_3.0e-10,-0.013706370256841183
r240914a_NH4_4.0e-09_P_4.0e-10,0.23758119344711304
r240914a_NH4_5.0e-09_P_5.0e-10,7.961856842041016
r240914a_NH4_6.0e-09_P_6.0e-10,6.730068683624268
r240914a_NH4_7.0e-09_P_7.0e-10,112.2732925415039
r240914a_NH4_8.0e-09_P_8.0e-10,161.88458251953125
r240914a_NH4_1.0e-08_P_1.0e-09,66.33292388916016
r240914a_NH4_2.0e-08_P_2.0e-09,32.03963088989258
r240914a_NH4_3.0e-08_P_3.0e-09,2.0511152744293213
r240914a_NH4_4.0e-08_P_4.0e-09,2.5729753971099854
r240914a_NH4_5.0e-08_P_5.0e-09,15.64217758178711
r240914a_NH4_6.0e-08_P_6.0e-09,2.898400068283081
r240914a_NH4_7.0e-08_P_7.0e-09,1.842562198638916
r240914a_NH4_8.0e-08_P_8.0e-09,1.9894675016403198
r240914a_NH4_9.0e-08_P_9.0e-09,75.48857879638672
r240914a_NH4_1.0e-07_P_1.0e-08,3.0729358196258545
r240914a_NH4_2.0e-07_P_2.0e-08,425.4783630371094
r240914a_NH4_3.0e-07_P_3.0e-08,546.1260986328125
r240914a_NH4_4.0e-07_P_4.0e-08,641.7507934570312
r240914a_NH4_5.0e-07_P_5.0e-08,713.2887573242188
r240914a_NH4_6.0e-07_P_6.0e-08,764.359619140625
r240914a_NH4_7.0e-07_P_7.0e-08,849.0808715820312
r240914a_NH4_8.0e-07_P_8.0e-08,887.1720581054688
r240914a_NH4_9.0e-07_P_9.0e-08,920.0050659179688
r240914a_NH4_1.0e-06_P_1.0e-07,927.303466796875
r240914a_NH4_2.0e-06_P_2.0e-07,1114.8267822265625
r240914a_NH4_3.0e-06_P_3.0e-07,1149.6444091796875
r240914a_NH4_4.0e-06_P_4.0e-07,1230.0242919921875
r240914a_NH4_6.0e-06_P_6.0e-07,1331.5030517578125
r240914a_NH4_7.0e-06_P_7.0e-07,1352.65576171875
r240914a_NH4_8.0e-06_P_8.0e-07,1389.3704833984375
r240914b_NH4_1.0e-09_P_1.0e-10,-0.004563504364341497
r240914b_NH4_2.0e-09_P_2.0e-10,-0.01161195058375597
r240914b_NH4_3.0e-09_P_3.0e-10,-0.016433794051408768
r240914b_NH4_4.0e-09_P_4.0e-10,0.9909953474998474
r240914b_NH4_5.0e-09_P_5.0e-10,67.01075744628906
r240914b_NH4_6.0e-09_P_6.0e-10,4.808753490447998
r240914b_NH4_7.0e-09_P_7.0e-10,103.14599609375
r240914b_NH4_8.0e-09_P_8.0e-10,2.0425031185150146
r240914b_NH4_9.0e-09_P_9.0e-10,179.6389617919922
r240914b_NH4_1.0e-08_P_1.0e-09,34.03589630126953
r240914b_NH4_2.0e-08_P_2.0e-09,1.864649772644043
r240914b_NH4_3.0e-08_P_3.0e-09,1.658671259880066
r240914b_NH4_4.0e-08_P_4.0e-09,1.2014355659484863
r240914b_NH4_5.0e-08_P_5.0e-09,2.2499196529388428
r240914b_NH4_6.0e-08_P_6.0e-09,1.690820574760437
r240914b_NH4_7.0e-08_P_7.0e-09,1.6243728399276733
r240914b_NH4_8.0e-08_P_8.0e-09,351.6136169433594
r240914b_NH4_9.0e-08_P_9.0e-09,2.284022569656372
r240914b_NH4_1.0e-07_P_1.0e-08,143.2176055908203
r240914b_NH4_2.0e-07_P_2.0e-08,1.253441572189331
r240914b_NH4_3.0e-07_P_3.0e-08,686.9354858398438
r240914b_NH4_4.0e-07_P_4.0e-08,662.7747192382812
r240914b_NH4_5.0e-07_P_5.0e-08,737.9546508789062
r240914b_NH4_6.0e-07_P_6.0e-08,812.247314453125
r240914b_NH4_7.0e-07_P_7.0e-08,855.6770629882812
r240914b_NH4_8.0e-07_P_8.0e-08,896.5283203125
r240914b_NH4_9.0e-07_P_9.0e-08,915.17626953125
r240914b_NH4_1.0e-06_P_1.0e-07,942.877685546875
r240914b_NH4_2.0e-06_P_2.0e-07,1038.230224609375
r240914b_NH4_3.0e-06_P_3.0e-07,1075.9195556640625
r240914b_NH4_4.0e-06_P_4.0e-07,1094.1043701171875
r240914b_NH4_5.0e-06_P_5.0e-07,1109.3680419921875
r240914b_NH4_6.0e-06_P_6.0e-07,1105.3486328125
r240914b_NH4_7.0e-06_P_7.0e-07,1213.209228515625
r240914b_NH4_8.0e-06_P_8.0e-07,1240.7762451171875
r240914b_NH4_9.0e-06_P_9.0e-07,1267.7568359375
r240914b_NH4_1.0e-05_P_1.0e-06,1273.7989501953125
r240914c_NH4_1.0e-09_P_1.0e-10,-0.003910398576408625
r240914c_NH4_2.0e-09_P_2.0e-10,-0.009151450358331203
r240914c_NH4_3.0e-09_P_3.0e-10,-0.016026275232434273
r240914c_NH4_4.0e-09_P_4.0e-10,-0.020239491015672684
r240914c_NH4_5.0e-09_P_5.0e-10,2.899254560470581
r240914c_NH4_6.0e-09_P_6.0e-10,30.145631790161133
r240914c_NH4_7.0e-09_P_7.0e-10,76.42255401611328
r240914c_NH4_8.0e-09_P_8.0e-10,80.30638122558594
r240914c_NH4_9.0e-09_P_9.0e-10,30.023208618164062
r240914c_NH4_1.0e-08_P_1.0e-09,1.9448117017745972
r240914c_NH4_2.0e-08_P_2.0e-09,3.5504462718963623
r240914c_NH4_3.0e-08_P_3.0e-09,1.8393257856369019
r240914c_NH4_4.0e-08_P_4.0e-09,2.0348730087280273
r240914c_NH4_5.0e-08_P_5.0e-09,158.07470703125
r240914c_NH4_6.0e-08_P_6.0e-09,1.6788616180419922
r240914c_NH4_7.0e-08_P_7.0e-09,1.550594687461853
r240914c_NH4_8.0e-08_P_8.0e-09,1.6608877182006836
r240914c_NH4_9.0e-08_P_9.0e-09,1.6786870956420898
r240914c_NH4_1.0e-07_P_1.0e-08,2.412966012954712
r240914c_NH4_2.0e-07_P_2.0e-08,398.7195129394531
r240914c_NH4_3.0e-07_P_3.0e-08,520.1239624023438
r240914c_NH4_4.0e-07_P_4.0e-08,627.6033325195312
r240914c_NH4_5.0e-07_P_5.0e-08,635.7846069335938
r240914c_NH4_6.0e-07_P_6.0e-08,692.2619018554688
r240914c_NH4_7.0e-07_P_7.0e-08,773.84716796875
r240914c_NH4_8.0e-07_P_8.0e-08,804.9384765625
r240914c_NH4_9.0e-07_P_9.0e-08,822.8278198242188
r240914c_NH4_1.0e-06_P_1.0e-07,837.5119018554688
r240914c_NH4_3.0e-06_P_3.0e-07,1011.9892578125
r240914c_NH4_4.0e-06_P_4.0e-07,1028.9034423828125
r240914c_NH4_5.0e-06_P_5.0e-07,1043.3843994140625
r240914c_NH4_6.0e-06_P_6.0e-07,1031.2349853515625
r240914c_NH4_7.0e-06_P_7.0e-07,1163.51123046875
r240914c_NH4_8.0e-06_P_8.0e-07,1184.98583984375
r240914c_NH4_9.0e-06_P_9.0e-07,1246.4033203125
r240914c_NH4_1.0e-05_P_1.0e-06,1251.7313232421875
r240914d_NH4_1.0e-09_P_1.0e-10,-0.013816853053867817
r240914d_NH4_2.0e-09_P_2.0e-10,80.90166473388672
r240914d_NH4_3.0e-09_P_3.0e-10,-0.01892956532537937
r240914d_NH4_4.0e-09_P_4.0e-10,57.733577728271484
r240914d_NH4_5.0e-09_P_5.0e-10,1.8221845626831055
r240914d_NH4_6.0e-09_P_6.0e-10,1.852738380432129
r240914d_NH4_7.0e-09_P_7.0e-10,9.332836151123047
r240914d_NH4_8.0e-09_P_8.0e-10,81.16423034667969
r240914d_NH4_9.0e-09_P_9.0e-10,40.875892639160156
