,Mean,Lower Bound,Upper Bound
1998,0.6683333333333339,0.017869823382331562,1.3187968432843362
1999,-0.03166666666666629,-1.6066701939995771,1.5433368606662445
2000,2.248333333333332,0.5662504644538646,3.9304162022127995
2001,2.8233333333333324,-0.2968340410945909,5.943500707761256
2002,2.163333333333332,1.2147847344495195,3.1118819322171447
2003,-0.3866666666666676,-0.5881886533358918,-0.1851446799974435
2004,1.5683333333333325,0.8832279075451227,2.253438759121542
2005,1.6399999999999997,1.414094415001901,1.8659055849980983
2006,0.5466666666666669,-0.23199315065480708,1.3253264839881407
2007,-0.22666666666666657,-0.8922324243328628,0.4388990909995296
2008,0.2833333333333332,-0.10753464665195261,0.6742013133186191
