,0
r240913_NH4_1.0e-09_P_1.0e-10,0.0022216117940843105
r240913_NH4_2.0e-09_P_2.0e-10,0.005314589012414217
r240913_NH4_3.0e-09_P_3.0e-10,0.010196913965046406
r240913_NH4_4.0e-09_P_4.0e-10,0.01590242050588131
r240913_NH4_5.0e-09_P_5.0e-10,0.035457972437143326
r240913_NH4_6.0e-09_P_6.0e-10,0.04160520061850548
r240913_NH4_7.0e-09_P_7.0e-10,0.04747910797595978
r240913_NH4_8.0e-09_P_8.0e-10,0.0499211810529232
r240913_NH4_9.0e-09_P_9.0e-10,0.19347745180130005
r240913_NH4_1.0e-08_P_1.0e-09,0.1555429846048355
r240913_NH4_2.0e-08_P_2.0e-09,0.27232620120048523
r240913_NH4_3.0e-08_P_3.0e-09,0.5400378108024597
r240913_NH4_4.0e-08_P_4.0e-09,0.7893892526626587
r240913_NH4_5.0e-08_P_5.0e-09,0.9291045665740967
r240913_NH4_6.0e-08_P_6.0e-09,0.9913820028305054
r240913_NH4_7.0e-08_P_7.0e-09,0.43147966265678406
r240913_NH4_8.0e-08_P_8.0e-09,0.6390132308006287
r240913_NH4_9.0e-08_P_9.0e-09,1.0338364839553833
r240913_NH4_1.0e-07_P_1.0e-08,1.219801664352417
r240913_NH4_2.0e-07_P_2.0e-08,1.0714865922927856
r240913_NH4_3.0e-07_P_3.0e-08,1.6467761993408203
r240913_NH4_4.0e-07_P_4.0e-08,0.3745069205760956
r240913_NH4_5.0e-07_P_5.0e-08,0.6152287125587463
r240913_NH4_6.0e-07_P_6.0e-08,0.9947534203529358
r240913_NH4_7.0e-07_P_7.0e-08,0.44546011090278625
r240913_NH4_8.0e-07_P_8.0e-08,2.113027572631836
r240913_NH4_9.0e-07_P_9.0e-08,2.602208375930786
r240913_NH4_1.0e-06_P_1.0e-07,8.514193534851074
r240913_NH4_2.0e-06_P_2.0e-07,8.545159339904785
r240913_NH4_3.0e-06_P_3.0e-07,1.9420047998428345
r240913_NH4_4.0e-06_P_4.0e-07,0.012912178412079811
r240913_NH4_5.0e-06_P_5.0e-07,0.019220955669879913
r240913_NH4_6.0e-06_P_6.0e-07,0.05446888506412506
r240913_NH4_7.0e-06_P_7.0e-07,0.03824838995933533
r240913_NH4_8.0e-06_P_8.0e-07,0.06193622201681137
r240913_NH4_9.0e-06_P_9.0e-07,0.18025511503219604
r240913_NH4_1.0e-05_P_1.0e-06,0.035542894154787064
r240914a_NH4_1.0e-09_P_1.0e-10,0.0012909715296700597
