,Year,mean,std,se
0,1996,7.4805894,1.3838753,0.43761978
1,1997,7.7146425,0.90833527,0.28724083
2,1998,7.763832,0.9792064,0.30965224
3,1999,8.022827,1.1085513,0.35055467
4,2000,8.116278,1.0626773,0.33604807
5,2001,8.156597,1.0602394,0.33527714
6,2002,7.782805,0.89682245,0.28360015
7,2003,8.137822,0.9046725,0.28608257
8,2004,8.258696,0.864473,0.27337036
9,2005,8.237114,0.7351863,0.23248631
10,2006,8.41049,0.5929653,0.18751208
11,2007,7.50818,0.5010396,0.15844265
