,Year,mean,std,se
0,1996,1636.7815,,
1,1997,1605.4703,,
2,1998,1493.3267,,
3,1999,1482.6029,,
4,2000,1504.4819,,
5,2001,1606.5852,,
6,2002,1279.1897,,
7,2003,1505.256,,
8,2004,1531.7814,,
9,2005,1500.8167,,
10,2006,1565.4424,,
11,2007,1180.6608,,
12,2008,1550.372,,
13,2009,1535.2834,,
14,2010,1378.3947,,
15,2011,1486.0132,,
16,2012,1587.0771,,
