,Year,mean,std,se
0,1998,746.26575,119.56399,29.890997
1,1999,779.73126,103.54931,25.887327
2,2000,783.7803,119.704544,29.926136
3,2001,825.20337,157.1097,39.277424
4,2002,781.4865,105.87344,26.46836
5,2003,970.9743,166.02829,41.507072
6,2004,931.6278,146.5394,36.63485
7,2005,991.0864,156.2072,39.0518
8,2006,1016.08685,152.90787,38.226967
9,2007,835.22644,145.96921,36.492302
10,2008,861.5825,152.34808,38.08702
