,Year,mean,std,se
0,1996,994.5347,161.56389,27.30928
1,1997,957.73505,161.19098,27.246248
2,1998,936.8645,130.0752,21.986721
3,1999,1042.3765,129.90637,21.958183
4,2000,1106.0378,142.90416,24.15521
5,2001,1146.8209,167.35078,28.287445
6,2002,931.7183,117.80557,19.912775
7,2003,1194.742,153.66367,25.9739
8,2004,1212.3344,163.07019,27.563892
9,2005,1219.5054,180.45059,30.501717
10,2006,1297.7396,175.88945,29.730742
11,2007,935.24713,119.963135,20.27747
