,Year,mean,std,se
0,1996,1028.211,219.58154,31.693867
1,1997,1081.5499,263.29358,38.003155
2,1998,1071.3079,244.75436,35.32725
3,1999,1117.1044,237.80699,34.324482
4,2000,1160.8881,231.26364,33.38003
5,2001,1223.7164,259.12613,37.401634
6,2002,1085.7682,204.53732,29.52242
7,2003,1237.9957,258.7933,37.353596
8,2004,1257.975,259.74677,37.49122
9,2005,1291.858,273.50168,39.476566
10,2006,1329.9325,288.3316,41.617085
11,2007,1101.642,201.45842,29.078018
