,Year,mean,std,se
0,1996,911.73914,282.4651,30.283436
1,1997,913.0055,298.32208,31.983484
2,1998,914.8494,282.78848,30.318108
3,1999,1033.6648,287.6576,30.84013
4,2000,1091.2908,323.03583,34.633076
5,2001,1103.5739,356.86163,38.259583
6,2002,920.0532,280.77576,30.10232
7,2003,1175.7075,335.8781,36.009914
8,2004,1171.2318,350.77338,37.606853
9,2005,1173.8733,367.8153,39.43394
10,2006,1213.6676,376.09955,40.3221
11,2007,937.9172,296.12,31.747395
