,Year,mean,std,se
0,1996,1082.8193,293.80728,28.013424
1,1997,1089.0784,274.32663,26.156017
2,1998,1047.9639,234.10686,22.321213
3,1999,1094.1821,220.46976,21.020966
4,2000,1142.466,217.16411,20.705786
5,2001,1220.797,242.65666,23.136404
6,2002,1005.48615,157.03377,14.972582
7,2003,1204.4629,220.34424,21.008999
8,2004,1231.4685,226.58365,21.603903
9,2005,1227.8663,220.85309,21.057516
10,2006,1289.8652,234.87115,22.394085
11,2007,948.4478,149.2471,14.230152
