,Year,mean,std,se
0,1998,7.9259915,4.8454823,1.0103528
1,1999,9.216201,5.360256,1.1176907
2,2000,10.3495,4.8295336,1.0070274
3,2001,10.372795,3.625483,0.7559655
4,2002,11.106012,3.499462,0.7296882
5,2003,12.112655,4.1187363,0.85881585
6,2004,11.633517,2.6410158,0.5506898
7,2005,10.823377,1.7515919,0.36523214
8,2006,10.323165,1.6952407,0.35348213
9,2007,9.276233,1.451831,0.30272767
10,2008,9.378975,1.4319938,0.29859135
