,Year,mean,std,se
0,1998,634.69684,294.60455,147.30228
1,1999,686.9845,275.75525,137.87762
2,2000,692.69495,224.65166,112.32583
3,2001,788.07605,177.49382,88.74691
4,2002,740.965,109.55262,54.77631
5,2003,908.7751,87.04188,43.52094
6,2004,908.24115,71.76675,35.883373
7,2005,944.10657,97.87198,48.93599
8,2006,987.29987,92.80844,46.40422
9,2007,887.3716,76.66136,38.33068
10,2008,883.12286,72.57503,36.287514
