,Year,mean,std,se
0,1998,7.9133315,4.849844,1.0112623
1,1999,9.255527,5.4193954,1.130022
2,2000,10.291897,4.9010725,1.0219443
3,2001,10.274544,3.672823,0.7658365
4,2002,10.957847,3.6654792,0.76430523
5,2003,11.822253,4.343262,0.90563273
6,2004,11.018279,2.4779778,0.51669407
7,2005,10.33864,1.8493063,0.385607
8,2006,10.110368,1.7531142,0.36554956
9,2007,9.3087,1.5461437,0.32239324
10,2008,9.30976,1.4522891,0.30282322
