,Year,mean,std,se
0,1998,9.922826,0.7643177,0.19107942
1,1999,10.068419,0.8554618,0.21386544
2,2000,10.499378,0.8844981,0.22112453
3,2001,10.047871,0.8738918,0.21847294
4,2002,10.410276,0.8088091,0.20220228
5,2003,10.80999,0.88378733,0.22094683
6,2004,11.131076,0.94595355,0.23648839
7,2005,10.80788,0.8700792,0.2175198
8,2006,10.358686,0.76800495,0.19200124
9,2007,8.607884,0.5123144,0.1280786
10,2008,8.983917,0.6362414,0.15906034
