,Year,mean,std,se
0,1996,1015.0059,172.18985,29.105396
1,1997,1013.20337,202.81548,34.28207
2,1998,1008.06866,188.34192,31.835594
3,1999,1138.3859,169.49402,28.649717
4,2000,1203.0651,195.83722,33.10253
5,2001,1214.9761,237.1394,40.083874
6,2002,1002.8877,184.65807,31.21291
7,2003,1293.275,194.73793,32.916718
8,2004,1294.0668,221.45732,37.433117
9,2005,1299.6525,236.93695,40.049652
10,2006,1356.0272,241.8973,40.888103
11,2007,1044.7268,188.77039,31.908018
