,Year,mean,std,se
0,1998,697.35913,113.01994,28.254986
1,1999,784.9049,106.9625,26.740625
2,2000,793.4303,122.061386,30.515347
3,2001,857.8197,150.122,37.5305
4,2002,753.1701,95.15223,23.788057
5,2003,1003.5119,146.88803,36.722008
6,2004,949.341,124.74584,31.18646
7,2005,978.7549,132.25888,33.06472
8,2006,962.86115,119.7794,29.94485
9,2007,826.8658,123.835304,30.958826
10,2008,873.3488,134.92838,33.732094
