,Year,mean,std,se
0,1996,7.8967752,1.1572375,0.109840125
1,1997,8.181039,1.1988065,0.11378568
2,1998,8.122478,1.1124775,0.10559169
3,1999,8.416318,1.1579493,0.10990769
4,2000,8.544861,1.1727067,0.111308396
5,2001,8.5696,1.1562492,0.10974631
6,2002,7.893734,1.104001,0.10478714
7,2003,8.311574,1.1692362,0.11097898
8,2004,8.456662,1.1940627,0.113335416
9,2005,8.301901,1.1783922,0.111848034
10,2006,8.434974,1.1861578,0.11258511
11,2007,7.305416,1.0537351,0.10001611
