,Year,mean,std,se
0,1996,7.9655266,1.0717981,0.10219194
1,1997,8.0155,0.9936998,0.094745554
2,1998,7.761061,0.91329277,0.08707905
3,1999,8.0402975,1.039292,0.0990926
4,2000,8.221918,1.1656132,0.11113685
5,2001,8.321982,1.135594,0.10827464
6,2002,7.4657927,1.2838897,0.122414075
7,2003,8.0044155,1.3490379,0.12862572
8,2004,8.197469,1.3921373,0.13273507
9,2005,7.940256,1.4117082,0.1346011
10,2006,8.085658,1.3874942,0.13229237
11,2007,6.6015673,1.372274,0.1308412
