,Year,mean,std,se
0,1996,7.937063,1.0340288,0.17478275
1,1997,7.6774955,0.9920241,0.16768268
2,1998,7.5711584,0.9756196,0.16490981
3,1999,8.599113,0.99791074,0.16867769
4,2000,8.694908,1.0638801,0.17982855
5,2001,8.455496,1.1173779,0.18887132
6,2002,7.3037753,0.84558666,0.14293022
7,2003,8.979049,0.9022805,0.15251324
8,2004,8.7947235,0.92488486,0.15633407
9,2005,8.276931,0.8629726,0.14586899
10,2006,8.653827,0.9081519,0.15350568
11,2007,6.496962,0.6149428,0.1039443
