,Year,mean,std,se
0,1998,797.08264,101.198555,50.599277
1,1999,872.6063,75.05321,37.526604
2,2000,895.06946,104.067635,52.033817
3,2001,996.4121,114.73531,57.367657
4,2002,804.51855,55.829494,27.914747
5,2003,1109.957,65.21636,32.60818
6,2004,1010.77,39.50475,19.752375
7,2005,994.5482,45.40443,22.702215
8,2006,958.2245,62.867207,31.433603
9,2007,839.91174,47.602165,23.801083
10,2008,933.7968,36.62962,18.31481
