,Year,mean,std,se
0,1996,1100.6423,318.05347,30.188297
1,1997,1192.5273,389.5005,36.96975
2,1998,1182.5348,357.27225,33.91078
3,1999,1221.36,332.75418,31.583628
4,2000,1266.1014,326.06003,30.948248
5,2001,1338.7098,356.7284,33.85916
6,2002,1160.5344,266.8059,25.324095
7,2003,1322.8453,331.97046,31.509241
8,2004,1348.9761,334.31888,31.732143
9,2005,1374.0016,333.1271,31.619024
10,2006,1416.8685,348.24738,33.054176
11,2007,1162.9558,248.615,23.597492
