,Year,mean,std,se
0,1998,9.664205,0.7233324,0.1808331
1,1999,9.757659,0.80659497,0.20164874
2,2000,10.220328,0.849308,0.212327
3,2001,9.74901,0.79289454,0.19822364
4,2002,10.158925,0.7947315,0.19868287
5,2003,10.638018,0.8526781,0.21316953
6,2004,10.914622,0.87957907,0.21989477
7,2005,10.596036,0.79246676,0.19811669
8,2006,10.000555,0.747858,0.1869645
9,2007,8.296015,0.61449295,0.15362324
10,2008,8.606512,0.62894666,0.15723667
