,Year,mean,std,se
0,1998,8.864468,3.1005604,1.5502802
1,1999,9.022383,2.1057293,1.0528647
2,2000,10.047077,1.4819751,0.74098754
3,2001,10.570869,1.9721836,0.9860918
4,2002,11.830214,3.95359,1.976795
5,2003,12.776802,5.86872,2.93436
6,2004,11.995253,3.697598,1.848799
7,2005,10.941785,2.3421047,1.1710523
8,2006,10.666176,2.0903306,1.0451653
9,2007,9.474171,1.6070042,0.8035021
10,2008,9.56599,1.4697573,0.73487866
