,Year,mean,std,se
0,1998,480.80905,352.82645,73.5694
1,1999,537.0048,316.09836,65.911064
2,2000,564.78546,281.89435,58.779034
3,2001,655.9117,248.34674,51.783875
4,2002,681.7187,181.16228,37.774944
5,2003,771.83435,149.4822,31.169191
6,2004,769.9313,133.19472,27.773018
7,2005,749.05615,141.0655,29.41419
8,2006,803.0449,187.78093,39.15503
9,2007,689.8412,166.83267,34.787014
10,2008,688.8951,143.58456,29.939451
