,Year,mean,std,se
0,1996,7.277082,1.7963527,0.19258922
1,1997,6.893206,1.5192158,0.16287702
2,1998,6.8434815,1.4207648,0.15232198
3,1999,7.8029547,1.596399,0.17115194
4,2000,7.946853,1.6019225,0.17174412
5,2001,7.7392545,1.5815085,0.1695555
6,2002,6.6559253,1.2574111,0.13480861
7,2003,8.138041,1.6510962,0.1770161
8,2004,7.921726,1.5341532,0.16447848
9,2005,7.3667345,1.3440678,0.14409919
10,2006,7.6648617,1.3764278,0.14756854
11,2007,5.7556753,0.90082806,0.0965789
