,Year,mean,std,se
0,1998,461.9593,317.6201,66.22836
1,1999,552.4833,336.08878,70.07935
2,2000,569.37714,277.06503,57.772053
3,2001,666.57806,239.4187,49.92225
4,2002,688.6548,165.02081,34.409218
5,2003,797.2979,127.30547,26.545025
6,2004,795.2421,109.245316,22.779222
7,2005,789.9714,131.00906,27.317278
8,2006,825.39044,163.39871,34.070984
9,2007,706.82904,162.90652,33.968357
10,2008,708.8349,149.1386,31.097546
