,Year,mean,std,se
0,1998,853.1541,112.497154,56.248577
1,1999,864.38306,105.1449,52.57245
2,2000,899.18787,112.92323,56.461617
3,2001,953.6389,181.61707,90.80853
4,2002,853.49896,89.43909,44.719543
5,2003,1126.0073,156.09618,78.04809
6,2004,1046.3269,149.89395,74.946976
7,2005,1105.0043,78.57888,39.28944
8,2006,1105.7229,98.2388,49.1194
9,2007,956.7937,124.72663,62.363316
10,2008,969.87744,153.10408,76.55204
