,Year,mean,std,se
0,1996,6.791901,,
1,1997,6.775822,,
2,1998,6.6289062,,
3,1999,6.676957,,
4,2000,6.667891,,
5,2001,6.5947905,,
6,2002,6.288742,,
7,2003,6.4378767,,
8,2004,6.453083,,
9,2005,6.431269,,
10,2006,6.4873633,,
11,2007,6.059193,,
12,2008,6.3104076,,
13,2009,6.312939,,
14,2010,6.193735,,
15,2011,6.3088155,,
16,2012,6.4907775,,
