,Year,mean,std,se
0,1996,7.8093314,0.70668876,0.10200174
1,1997,7.8313584,0.6584819,0.095043674
2,1998,7.6046925,0.6260389,0.09036093
3,1999,7.9018073,0.6538051,0.09436864
4,2000,8.100184,0.6736968,0.09723976
5,2001,8.220184,0.7157051,0.103303134
6,2002,7.5699058,0.7696229,0.111085504
7,2003,8.043964,0.9181673,0.13252604
8,2004,8.20291,0.91706914,0.13236754
9,2005,7.9257274,0.8919205,0.12873764
10,2006,8.037377,0.8280947,0.11952518
11,2007,6.649342,0.9283795,0.13400003
